# path	total	silent_pass	reason
src/openminion/api/agent.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/config.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/core/deps.py	5	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/core/infrastructure.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/core/turn_execution.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/operations/skill.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/operations/turn_inputs.py	3	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/queries/agents.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/queries/runtime_reports.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/queries/self_model.py	7	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/routes/admin.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/routes/agent.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/routes/cron.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/routes/debug.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/routes/runtime.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/routes/turns.py	3	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/runtime.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/api/server/streaming.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/base/debug.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/base/logging.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/base/runtime/runners.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/bootstrap/update.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/agent.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/agent_check.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/agents.py	7	2	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/api.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/autonomy.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/channel.py	5	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/cron.py	6	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/debug/cli.py	5	2	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/debug/providers/core.py	4	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/debug/providers/modules.py	20	3	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/debug/providers/tools.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/doctor.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/gateway.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/interactive.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/room.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/sessions.py	5	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/skill.py	16	4	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/status/identity.py	1	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/commands/storage.py	8	2	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/app.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/commands.py	5	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/runtime/__init__.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/runtime/commands.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/runtime/controls.py	4	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/runtime/mcp.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/screen.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/shell.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/status.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/terminal/composer.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/terminal/shell/__init__.py	6	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/terminal/shell/actions.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/terminal/shell/renderers.py	5	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/terminal/shell/sessions.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/terminal/streaming.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/terminal/transcript.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/turn_queue.py	1	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/widgets/mention_overlay.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/interactive/widgets/slash_overlay.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/presentation/animation/registry.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/presentation/tool/blocks.py	1	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/presentation/visible_parity.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/status/surface.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/cli/transport/daemon_client.py	2	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/daemon.py	7	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/a2a/runtime.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/a2a/storage/__init__.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/a2a/storage/archive.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/artifact/control.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/artifact/storage/store.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/a2a/runtime.py	9	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/artifact/runtime.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/context/bridges/artifact.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/context/bridges/compress.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/context/bridges/identity.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/context/bridges/memory.py	14	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/context/bridges/session.py	2	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/context/bridges/shared.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/context/bridges/skill.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/context/runtime.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/factory/artifactctl.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/factory/memory.py	2	2	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/factory/skill.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/llm/local.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/llm/model_profiles/resolver.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/llm/normalize.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/llm/request.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/llm/runtime.py	5	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/memory/runtime.py	5	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/recursive/clients.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/session/runtime.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/tool/results.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/adapters/tool/runtime.py	6	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/bootstrap/freshness_classify.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/bootstrap/skill/pipeline.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/bootstrap/skill/selection.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/bootstrap/validators.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/checkpoint/manager.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/config.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/diagnostics/status.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/entry.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/feasibility.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/jobs.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/judgment_context.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/lifecycle.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/memory/base.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/memory/records.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/mission.py	3	2	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/orchestrate/parallel.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/closure/evaluator.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/closure/final_answer.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/closure/mission.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/memory/afe.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/memory/failure_reflection.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/memory/reflection.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/turn/dispatch.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/turn/feasibility.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/turn/post_action.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/runtime/turn/recursive.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/targets/delegated/handler.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/targets/delegated/strategies.py	5	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/tool_inventory.py	1	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/execution/tool_resolution.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/adaptive/context.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/adaptive/events.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/adaptive/finalization.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/adaptive/seeded.py	3	2	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/context/pending_turn.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/continuation.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/entry_routing.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/orchestration.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/proactive_entrypoint.py	6	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/recursive/llm.py	3	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/recursive/memory.py	5	2	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/recursive/retrieval.py	10	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/rollouts/runner.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/rollouts/scorer.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/self_compaction.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/strategies/coding/plan.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/strategies/coding/results.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/strategies/coding/verification.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/strategies/coding/verification_flow.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/strategies/research/handler.py	8	3	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/budget_control.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/budget_finalization.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/confirmation.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/correction.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/direct_tool.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/duplicate_batch.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/iteration/dispatch.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/iteration/setup.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/phases/child_execution.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/phases/eval.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/loop/tools/phases/refine.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
